timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2026-02-07T00:00:00.000Z";"2026-02-07T23:59:59.999Z";"2026-02-07T04:24:00.000Z";"2026-02-07T07:19:00.000Z";"2798";103276645.59022112;104824404.16256034;98608071.53607775;101414951.11838101;91263696196722.98;2026916914720709.5;19985865;"2026-02-07T23:59:59.999Z"
"2026-02-06T00:00:00.000Z";"2026-02-06T23:59:59.999Z";"2026-02-06T23:07:00.000Z";"2026-02-06T00:20:00.000Z";"2798";92287157.67108601;104927098.36397898;88585440.59897994;103278975.87690017;168775281630698.34;2075271008036292.2;19985340;"2026-02-06T23:59:59.999Z"
"2026-02-05T00:00:00.000Z";"2026-02-05T23:59:59.999Z";"2026-02-05T01:13:00.000Z";"2026-02-05T20:56:00.000Z";"2798";106692254.19501714;106886608.36559415;91523443.75538461;92283693.37086757;183395606313242.6;1831104728994232.5;19984909;"2026-02-05T23:59:59.999Z"
"2026-02-04T00:00:00.000Z";"2026-02-04T23:59:59.999Z";"2026-02-04T03:42:00.000Z";"2026-02-04T22:08:00.000Z";"2798";109502727.13462189;111636718.98542905;104949288.92726861;106697115.54812212;97306405961417.84;2113220895504425.2;19984512;"2026-02-04T23:59:59.999Z"
"2026-02-03T00:00:00.000Z";"2026-02-03T23:59:59.999Z";"2026-02-03T01:03:00.000Z";"2026-02-03T19:03:00.000Z";"2798";114392032.93954279;114453482.5493605;105805158.27727298;109493253.93694839;99209637455381.98;2197162281017694.2;19982656;"2026-02-03T23:59:59.999Z"
"2026-02-02T00:00:00.000Z";"2026-02-02T23:59:59.999Z";"2026-02-02T15:41:00.000Z";"2026-02-02T03:41:00.000Z";"2798";111665329.96091747;115269960.30535124;108716481.92457391;114385135.39175558;109012883008927.34;2281368032278261.5;19982656;"2026-02-02T23:59:59.999Z"
"2026-02-01T00:00:00.000Z";"2026-02-01T23:59:59.999Z";"2026-02-01T00:17:00.000Z";"2026-02-01T23:10:00.000Z";"2798";114069998.68397489;115080453.00242925;109822873.30760568;111673410.79866931;77432303411397.25;2231376693900079;19982656;"2026-02-01T23:59:59.999Z"
"2026-01-31T00:00:00.000Z";"2026-01-31T23:59:59.999Z";"2026-01-31T00:42:00.000Z";"2026-01-31T18:45:00.000Z";"2798";122049882.25828838;122065003.88080035;109992924.67086953;114062726.02080621;102250604396368.39;2279421543622328;19982656;"2026-01-31T23:59:59.999Z"
"2026-01-30T00:00:00.000Z";"2026-01-30T23:59:59.999Z";"2026-01-30T00:03:00.000Z";"2026-01-30T02:32:00.000Z";"2798";120912862.3807361;122053016.84574057;116693876.1478558;122053016.84574057;103069765270678.25;2403674226286036.5;19982475;"2026-01-30T23:59:59.999Z"
"2026-01-29T00:00:00.000Z";"2026-01-29T23:59:59.999Z";"2026-01-29T00:01:00.000Z";"2026-01-29T19:01:00.000Z";"2798";127545889.33670843;127590139.66623099;119354147.35834636;120911227.72661683;92477840584334.8;2416953001855137;19982084;"2026-01-29T23:59:59.999Z"
"2026-01-28T00:00:00.000Z";"2026-01-28T23:59:59.999Z";"2026-01-28T17:55:00.000Z";"2026-01-28T04:27:00.000Z";"2798";127731388.84248012;129795013.18712048;126466697.34147346;127566947.84951526;57064267155959.39;2554170330416880.5;19981662;"2026-01-28T23:59:59.999Z"
"2026-01-27T00:00:00.000Z";"2026-01-27T23:59:59.999Z";"2026-01-27T23:39:00.000Z";"2026-01-27T17:46:00.000Z";"2798";127274337.74716285;128193620.53124276;125382028.47470944;127728365.94161648;55873306344897.08;2567502639447719.5;19981318;"2026-01-27T23:59:59.999Z"
"2026-01-26T00:00:00.000Z";"2026-01-26T23:59:59.999Z";"2026-01-26T15:16:00.000Z";"2026-01-26T00:48:00.000Z";"2798";125213750.76037376;127891907.87279788;125207402.66123122;127288272.57546493;65566339625311.43;2550758036024056;19980931;"2026-01-26T23:59:59.999Z"
"2026-01-25T00:00:00.000Z";"2026-01-25T23:59:59.999Z";"2026-01-25T01:02:00.000Z";"2026-01-25T23:03:00.000Z";"2798";128873111.24060012;129000939.21117486;124399673.15011337;125221984.55094418;52247929546175.42;2501604499110325;19980543;"2026-01-25T23:59:59.999Z"
"2026-01-24T00:00:00.000Z";"2026-01-24T23:59:59.999Z";"2026-01-24T03:30:00.000Z";"2026-01-24T16:49:00.000Z";"2798";129453642.43400677;129895433.85344629;128785648.51300612;128881750.98073895;21056375625099.316;2574915305514559.5;19980237;"2026-01-24T23:59:59.999Z"
"2026-01-23T00:00:00.000Z";"2026-01-23T23:59:59.999Z";"2026-01-23T17:38:00.000Z";"2026-01-23T15:18:00.000Z";"2798";131004646.62887065;132232372.69812565;129450354.53069556;129450354.53069556;57106505089792.66;2618749553742360;19979896;"2026-01-23T23:59:59.999Z"
"2026-01-22T00:00:00.000Z";"2026-01-22T23:59:59.999Z";"2026-01-22T02:27:00.000Z";"2026-01-22T15:34:00.000Z";"2798";131058412.07847661;132570227.42632648;129769313.22699915;131005232.27655332;52127570623999.12;2620922363620615.5;19979453;"2026-01-22T23:59:59.999Z"
"2026-01-21T00:00:00.000Z";"2026-01-21T23:59:59.999Z";"2026-01-21T15:19:00.000Z";"2026-01-21T17:15:00.000Z";"2798";130615475.0589523;132538135.44656833;127860542.17877841;131056115.30665737;83300302086311.14;2640642480530473;19978959;"2026-01-21T23:59:59.999Z"
"2026-01-20T00:00:00.000Z";"2026-01-20T23:59:59.999Z";"2026-01-20T00:06:00.000Z";"2026-01-20T23:19:00.000Z";"2798";136286848.80564174;136858955.2220251;129858961.92368983;130592398.46220681;78150905356347.17;2598458585174219;19978556;"2026-01-20T23:59:59.999Z"
"2026-01-19T00:00:00.000Z";"2026-01-19T23:59:59.999Z";"2026-01-19T00:00:00.000Z";"2026-01-19T00:04:00.000Z";"2798";138014784.30305773;138022382.8693036;135706442.24102673;136286845.80147138;57759691844878.35;2724828341966120;19978106;"2026-01-19T23:59:59.999Z"
"2026-01-18T00:00:00.000Z";"2026-01-18T23:59:59.999Z";"2026-01-18T22:14:00.000Z";"2026-01-18T23:59:00.000Z";"2798";140138244.25879028;140720148.08007246;137916336.50267452;137983482.87947094;30664669330459.58;2757082211520366.5;19977671;"2026-01-18T23:59:59.999Z"
"2026-01-17T00:00:00.000Z";"2026-01-17T23:59:59.999Z";"2026-01-17T15:08:00.000Z";"2026-01-17T08:03:00.000Z";"2798";140763005.37050062;140871998.84486404;139998373.48824948;140136392.8639319;23609118751727.062;2799568331824274.5;19977190;"2026-01-17T23:59:59.999Z"
"2026-01-16T00:00:00.000Z";"2026-01-16T23:59:59.999Z";"2026-01-16T08:32:00.000Z";"2026-01-16T15:49:00.000Z";"2798";140458793.10725108;140921055.64882854;139101312.0304744;140762949.37143847;48872815799284.62;2805060303200905.5;19976750;"2026-01-16T23:59:59.999Z"
"2026-01-15T00:00:00.000Z";"2026-01-15T23:59:59.999Z";"2026-01-15T09:57:00.000Z";"2026-01-15T20:35:00.000Z";"2798";141907410.58459333;142429055.42098194;139681055.24891305;140454516.01497978;77718435471191.67;2794516867233832.5;19976359;"2026-01-15T23:59:59.999Z"
"2026-01-14T00:00:00.000Z";"2026-01-14T23:59:59.999Z";"2026-01-14T20:13:00.000Z";"2026-01-14T06:37:00.000Z";"2798";140516452.8075725;143297333.5261742;139753626.36769286;141904540.40575647;89319996705438.44;2854307704988472;19975925;"2026-01-14T23:59:59.999Z"
"2026-01-13T00:00:00.000Z";"2026-01-13T23:59:59.999Z";"2026-01-13T23:02:00.000Z";"2026-01-13T01:44:00.000Z";"2798";133680442.19074218;141531246.8022656;133680442.19074218;140514788.38588163;80603318023069.77;2791505842514463.5;19975534;"2026-01-13T23:59:59.999Z"
"2026-01-12T00:00:00.000Z";"2026-01-12T23:59:59.999Z";"2026-01-12T03:24:00.000Z";"2026-01-12T14:26:00.000Z";"2798";132381801.92859916;135347408.47521225;132093013.7454482;133691658.3833675;60263615130664.164;2654807446951394;19975112;"2026-01-12T23:59:59.999Z"
"2026-01-11T00:00:00.000Z";"2026-01-11T23:59:59.999Z";"2026-01-11T16:33:00.000Z";"2026-01-11T23:06:00.000Z";"2798";131721292.99957019;132835045.0583635;131487116.06911036;132384139.45050718;25015898636954.87;2643910679888668.5;19974659;"2026-01-11T23:59:59.999Z"
"2026-01-10T00:00:00.000Z";"2026-01-10T23:59:59.999Z";"2026-01-10T10:43:00.000Z";"2026-01-10T22:14:00.000Z";"2798";131903087.82617268;132198820.69323483;131572707.88844664;131723178.2817993;18050336771099.773;2631037329728997.5;19974275;"2026-01-10T23:59:59.999Z"
"2026-01-09T00:00:00.000Z";"2026-01-09T23:59:59.999Z";"2026-01-09T15:36:00.000Z";"2026-01-09T08:55:00.000Z";"2798";132095474.64356484;134266585.68634316;130425723.95597564;131907453.32776529;55588750569373.875;2623485711169153.5;19973790;"2026-01-09T23:59:59.999Z"
"2026-01-08T00:00:00.000Z";"2026-01-08T23:59:59.999Z";"2026-01-08T01:30:00.000Z";"2026-01-08T14:46:00.000Z";"2798";132146966.00602417;132623590.94558892;129681458.24168597;132096709.89897116;61343723409023.25;2631226947341153;19973353;"2026-01-08T23:59:59.999Z"
"2026-01-07T00:00:00.000Z";"2026-01-07T23:59:59.999Z";"2026-01-07T00:00:00.000Z";"2026-01-07T19:18:00.000Z";"2798";135535542.91927496;135551917.0826958;131250608.3718209;132144669.11132257;62847640324178.234;2637207338055486;19972909;"2026-01-07T23:59:59.999Z"
"2026-01-06T00:00:00.000Z";"2026-01-06T23:59:59.999Z";"2026-01-06T14:24:00.000Z";"2026-01-06T18:01:00.000Z";"2798";135800612.28469157;136702040.99054196;132083955.07201913;135537800.71632215;75845118693234.81;2707952602609513;19972453;"2026-01-06T23:59:59.999Z"
"2026-01-05T00:00:00.000Z";"2026-01-05T23:59:59.999Z";"2026-01-05T20:30:00.000Z";"2026-01-05T00:00:00.000Z";"2798";131863948.77328254;136971064.36622986;131863948.77328254;135806798.67607382;76994502256163.39;2704530191184547;19972043;"2026-01-05T23:59:59.999Z"
"2026-01-04T00:00:00.000Z";"2026-01-04T23:59:59.999Z";"2026-01-04T06:24:00.000Z";"2026-01-04T00:01:00.000Z";"2798";130701166.29908963;132301820.82092604;130689775.4900397;131862309.9328331;38618307732536.805;2633699731384092;19971637;"2026-01-04T23:59:59.999Z"
"2026-01-03T00:00:00.000Z";"2026-01-03T23:59:59.999Z";"2026-01-03T22:28:00.000Z";"2026-01-03T07:31:00.000Z";"2798";129752040.61559327;130811624.43241696;128861991.59745587;130701442.55871147;29969144481742.652;2610256256966722;19971178;"2026-01-03T23:59:59.999Z"
"2026-01-02T00:00:00.000Z";"2026-01-02T23:59:59.999Z";"2026-01-02T17:17:00.000Z";"2026-01-02T02:23:00.000Z";"2798";128126780.88989456;131267426.11551107;127423302.33514698;129751517.0202716;66998051340762.43;2593730594885214.5;19970693;"2026-01-02T23:59:59.999Z"
"2026-01-01T00:00:00.000Z";"2026-01-01T23:59:59.999Z";"2026-01-01T23:47:00.000Z";"2026-01-01T04:46:00.000Z";"2798";126357906.98300159;128228090.5659594;126201037.70851499;128125222.94695272;27217219568000.637;2558724614827104.5;19970256;"2026-01-01T23:59:59.999Z"
"2025-12-31T00:00:00.000Z";"2025-12-31T23:59:59.999Z";"2025-12-31T14:10:00.000Z";"2025-12-31T20:42:00.000Z";"2798";127251059.35204269;128625912.97223887;125872299.2285341;126359029.54031622;48682011377907.11;2514693409321807.5;19969778;"2025-12-31T23:59:59.999Z"
"2025-12-30T00:00:00.000Z";"2025-12-30T23:59:59.999Z";"2025-12-30T16:23:00.000Z";"2025-12-30T03:17:00.000Z";"2798";125108374.28394574;128717908.87013958;124558765.90790096;127251850.17744038;51095246131092.67;2535472407121345.5;19969368;"2025-12-30T23:59:59.999Z"
"2025-12-29T00:00:00.000Z";"2025-12-29T23:59:59.999Z";"2025-12-29T04:39:00.000Z";"2025-12-29T12:16:00.000Z";"2798";126910430.33637503;129429725.86078015;125113817.44369934;125113817.44369934;69948026613470.19;2514033404318341.5;19968978;"2025-12-29T23:59:59.999Z"
"2025-12-28T00:00:00.000Z";"2025-12-28T23:59:59.999Z";"2025-12-28T14:43:00.000Z";"2025-12-28T20:07:00.000Z";"2798";126635629.5329019;126910491.27941886;126052363.50916713;126910491.27941886;21860758198022.195;2529775160379259;19968515;"2025-12-28T23:59:59.999Z"
"2025-12-27T00:00:00.000Z";"2025-12-27T23:59:59.999Z";"2025-12-27T23:52:00.000Z";"2025-12-27T00:23:00.000Z";"2798";125917476.12735194;126744435.10758393;125746626.55635184;126639682.52814522;19819344000953.844;2528661010326765;19968006;"2025-12-27T23:59:59.999Z"
"2025-12-26T00:00:00.000Z";"2025-12-26T23:59:59.999Z";"2025-12-26T07:26:00.000Z";"2025-12-26T15:17:00.000Z";"2798";126275147.89004724;129328146.7161515;124904608.51671731;125917474.76379843;61455438543244.04;2523317383928519;19967603;"2025-12-26T23:59:59.999Z"
"2025-12-25T00:00:00.000Z";"2025-12-25T23:59:59.999Z";"2025-12-25T15:46:00.000Z";"2025-12-25T23:47:00.000Z";"2798";126631917.37516037;127923373.5209013;125860792.8413605;126274028.42258994;28841029502843.156;2517714490070379.5;19967115;"2025-12-25T23:59:59.999Z"
"2025-12-24T00:00:00.000Z";"2025-12-24T23:59:59.999Z";"2025-12-24T23:01:00.000Z";"2025-12-24T14:40:00.000Z";"2798";129338293.24924666;129338293.24924666;125115710.26466954;126637185.81132144;37808564450845.16;2588482007431222.5;19966668;"2025-12-24T23:59:59.999Z"
"2025-12-23T00:00:00.000Z";"2025-12-23T23:59:59.999Z";"2025-12-23T00:40:00.000Z";"2025-12-23T14:58:00.000Z";"2798";130782952.43413602;131811559.69438684;128473039.22551994;129352615.64033177;64560870065345.34;2579197409363897.5;19966175;"2025-12-23T23:59:59.999Z"
"2025-12-22T00:00:00.000Z";"2025-12-22T23:59:59.999Z";"2025-12-22T12:34:00.000Z";"2025-12-22T20:18:00.000Z";"2798";130780650.28319043;133555509.25334679;130098078.10238984;130782938.97794221;56147533996259.625;2607258433046026.5;19965715;"2025-12-22T23:59:59.999Z"
"2025-12-21T00:00:00.000Z";"2025-12-21T23:59:59.999Z";"2025-12-21T09:55:00.000Z";"2025-12-21T14:01:00.000Z";"2798";130375575.43037452;131383886.84322387;129292550.69348523;130781165.4020529;29287228520137.285;2611139267718625;19965293;"2025-12-21T23:59:59.999Z"
"2025-12-20T00:00:00.000Z";"2025-12-20T23:59:59.999Z";"2025-12-20T05:45:00.000Z";"2025-12-20T00:55:00.000Z";"2798";130016921.68848601;130600636.17152882;129750306.6885717;130374539.33270845;21676253101823.777;2602932457647232.5;19964878;"2025-12-20T23:59:59.999Z"
"2025-12-19T00:00:00.000Z";"2025-12-19T23:59:59.999Z";"2025-12-19T15:18:00.000Z";"2025-12-19T02:05:00.000Z";"2798";126108072.31218606;131955589.84788045;125786242.72936334;130019444.99323167;68948457069218.7;2595008222290191;19964415;"2025-12-19T23:59:59.999Z"
"2025-12-18T00:00:00.000Z";"2025-12-18T23:59:59.999Z";"2025-12-18T14:02:00.000Z";"2025-12-18T20:01:00.000Z";"2798";127062490.37067243;131723619.99855866;124616429.87655367;126087963.41326405;77683721217000.98;2516993190865221;19963959;"2025-12-18T23:59:59.999Z"
"2025-12-17T00:00:00.000Z";"2025-12-17T23:59:59.999Z";"2025-12-17T15:16:00.000Z";"2025-12-17T19:12:00.000Z";"2798";129375996.46303435;132841584.62125267;126061591.21972223;127061594.52017738;65158661595214.13;2532720634993080;19963500;"2025-12-17T23:59:59.999Z"
"2025-12-16T00:00:00.000Z";"2025-12-16T23:59:59.999Z";"2025-12-16T15:58:00.000Z";"2025-12-16T04:51:00.000Z";"2798";126912659.05492443;129877937.36844204;125886976.17126249;129371046.52045704;60592753085542.87;2575289642310726.5;19963081;"2025-12-16T23:59:59.999Z"
"2025-12-15T00:00:00.000Z";"2025-12-15T23:59:59.999Z";"2025-12-15T02:23:00.000Z";"2025-12-15T18:36:00.000Z";"2798";130044326.33583651;132886377.35283296;125356014.32446495;126905865.0932968;67196140990061.04;2544595021463389;19962596;"2025-12-15T23:59:59.999Z"
"2025-12-14T00:00:00.000Z";"2025-12-14T23:59:59.999Z";"2025-12-14T00:48:00.000Z";"2025-12-14T23:34:00.000Z";"2798";133144801.51839308;133442179.2760297;129253563.70531224;130050369.0868435;74413589995906.94;2595302740750435;19962193;"2025-12-14T23:59:59.999Z"
"2025-12-13T00:00:00.000Z";"2025-12-13T23:59:59.999Z";"2025-12-13T10:44:00.000Z";"2025-12-13T21:34:00.000Z";"2798";133128450.68291208;133697010.78106135;132414256.35015666;133148157.0291467;94749393707767.39;2658621014665557.5;19961800;"2025-12-13T23:59:59.999Z"
"2025-12-12T00:00:00.000Z";"2025-12-12T23:59:59.999Z";"2025-12-12T03:07:00.000Z";"2025-12-12T16:44:00.000Z";"2798";136165978.1032947;136685477.89539066;132373003.46271855;133147053.47502594;118153832178660.83;2651777523279787;19961337;"2025-12-12T23:59:59.999Z"
"2025-12-11T00:00:00.000Z";"2025-12-11T23:59:59.999Z";"2025-12-11T21:35:00.000Z";"2025-12-11T14:57:00.000Z";"2798";135259184.26119772;137639713.4875242;131404307.90475692;136162551.1682038;94865066842465.94;2714634155000430.5;19960887;"2025-12-11T23:59:59.999Z"
"2025-12-10T00:00:00.000Z";"2025-12-10T23:59:59.999Z";"2025-12-10T20:18:00.000Z";"2025-12-10T14:54:00.000Z";"2798";136172079.1032938;138465223.8978578;134713597.45554018;135274327.4230314;96104962860116.64;2697994169918298.5;19960396;"2025-12-10T23:59:59.999Z"
"2025-12-09T00:00:00.000Z";"2025-12-09T23:59:59.999Z";"2025-12-09T17:07:00.000Z";"2025-12-09T05:19:00.000Z";"2798";133195852.9320884;139037043.87938434;131777426.58574304;136166899.02526546;98253896329840.64;2718869224168418;19959915;"2025-12-09T23:59:59.999Z"
"2025-12-08T00:00:00.000Z";"2025-12-08T23:59:59.999Z";"2025-12-08T09:08:00.000Z";"2025-12-08T15:44:00.000Z";"2798";133268719.23571521;135478684.96538302;131680933.67223668;133196590.97409819;84588035526022.25;2666305814634635.5;19959506;"2025-12-08T23:59:59.999Z"
"2025-12-07T00:00:00.000Z";"2025-12-07T23:59:59.999Z";"2025-12-07T18:33:00.000Z";"2025-12-07T14:34:00.000Z";"2798";131577637.55931668;135208574.91045943;129398995.6207675;133240794.57550311;69850602086922.38;2659891911594585;19959006;"2025-12-07T23:59:59.999Z"
"2025-12-06T00:00:00.000Z";"2025-12-06T23:59:59.999Z";"2025-12-06T14:19:00.000Z";"2025-12-06T23:27:00.000Z";"2798";131751333.23716766;133037086.4525184;131096968.18100308;131569624.57490288;55999569391899.36;2626282776175524.5;19958540;"2025-12-06T23:59:59.999Z"
"2025-12-05T00:00:00.000Z";"2025-12-05T23:59:59.999Z";"2025-12-05T02:40:00.000Z";"2025-12-05T16:43:00.000Z";"2798";135748123.0790378;136300749.13967884;129893151.59418811;131739672.45003083;93200881576514.75;2628537569095929;19957806;"2025-12-05T23:59:59.999Z"
"2025-12-04T00:00:00.000Z";"2025-12-04T23:59:59.999Z";"2025-12-04T03:08:00.000Z";"2025-12-04T19:24:00.000Z";"2798";137016089.38204727;138329275.48046473;134091806.13556564;135758140.47772476;94621688322356.02;2695879552666324;19957665;"2025-12-04T23:59:59.999Z"
"2025-12-03T00:00:00.000Z";"2025-12-03T23:59:59.999Z";"2025-12-03T23:03:00.000Z";"2025-12-03T00:38:00.000Z";"2798";134136619.11211643;137905320.84505475;133665973.56015062;137123918.98584262;114026220013020.25;2738810009424778;19957250;"2025-12-03T23:59:59.999Z"
"2025-12-02T00:00:00.000Z";"2025-12-02T23:59:59.999Z";"2025-12-02T19:43:00.000Z";"2025-12-02T00:23:00.000Z";"2798";127003760.59103663;135565740.7403968;126940578.32938784;134144122.65936221;115563547804183.98;2682066905785164;19956850;"2025-12-02T23:59:59.999Z"
"2025-12-01T00:00:00.000Z";"2025-12-01T23:59:59.999Z";"2025-12-01T00:02:00.000Z";"2025-12-01T15:46:00.000Z";"2798";132662226.30061632;132675506.83153792;123007514.92621547;127002336.21512833;129101320195356.98;2528356140040884.5;19956431;"2025-12-01T23:59:59.999Z"
"2025-11-30T00:00:00.000Z";"2025-11-30T23:59:59.999Z";"2025-11-30T13:26:00.000Z";"2025-11-30T23:59:00.000Z";"2798";133316880.78112641;134969739.2164446;132815978.24007164;132815978.24007164;56500677187780.625;2647316717857033.5;19955987;"2025-11-30T23:59:59.999Z"
"2025-11-29T00:00:00.000Z";"2025-11-29T23:59:59.999Z";"2025-11-29T16:22:00.000Z";"2025-11-29T18:14:00.000Z";"2798";133435070.25747363;133829688.17289183;132468557.0949471;133383782.30760485;55655132376176.15;2660404081209608.5;19955493;"2025-11-29T23:59:59.999Z"
"2025-11-28T00:00:00.000Z";"2025-11-28T23:59:59.999Z";"2025-11-28T14:31:00.000Z";"2025-11-28T17:43:00.000Z";"2798";133495447.71245651;136592836.28725335;132525457.139941;133435847.39962275;89053867956260.66;2653210181546774;19955059;"2025-11-28T23:59:59.999Z"
"2025-11-27T00:00:00.000Z";"2025-11-27T23:59:59.999Z";"2025-11-27T09:38:00.000Z";"2025-11-27T00:16:00.000Z";"2798";133207566.82350934;134338069.7752068;132251334.19775353;133495437.31551182;83942003202679.03;2680642961053244;19954584;"2025-11-27T23:59:59.999Z"
"2025-11-26T00:00:00.000Z";"2025-11-26T23:59:59.999Z";"2025-11-26T22:12:00.000Z";"2025-11-26T12:23:00.000Z";"2798";128050376.7404465;133364491.86196566;126258180.38757251;133205589.13678558;97484908466246.92;2647929446032967.5;19954125;"2025-11-26T23:59:59.999Z"
"2025-11-25T00:00:00.000Z";"2025-11-25T23:59:59.999Z";"2025-11-25T04:56:00.000Z";"2025-11-25T14:52:00.000Z";"2798";130282927.01511948;130383327.59977743;126386846.05404986;128044963.07581005;95697325578920.64;2572370161301459.5;19953446;"2025-11-25T23:59:59.999Z"
"2025-11-24T00:00:00.000Z";"2025-11-24T23:59:59.999Z";"2025-11-24T20:56:00.000Z";"2025-11-24T14:51:00.000Z";"2798";127570998.93814233;131470966.52101861;125879861.32975914;130283818.65135874;109397936609183.66;2588602306526651.5;19953268;"2025-11-24T23:59:59.999Z"
"2025-11-23T00:00:00.000Z";"2025-11-23T23:59:59.999Z";"2025-11-23T23:01:00.000Z";"2025-11-23T00:02:00.000Z";"2798";124410599.54464518;129393022.08384375;124400554.4442643;127580165.31636369;85366967767917.83;2545373029324621.5;19952637;"2025-11-23T23:59:59.999Z"
"2025-11-22T00:00:00.000Z";"2025-11-22T23:59:59.999Z";"2025-11-22T00:16:00.000Z";"2025-11-22T10:55:00.000Z";"2798";125071915.28904662;125666339.17412567;122709082.30890085;124410229.33393082;59954841754609.32;2482289548712180.5;19952396;"2025-11-22T23:59:59.999Z"
"2025-11-21T00:00:00.000Z";"2025-11-21T23:59:59.999Z";"2025-11-21T00:40:00.000Z";"2025-11-21T12:30:00.000Z";"2798";127573696.12123294;128617565.14997211;118715992.16902423;125060334.10156922;190423369137714.16;2503103438814436;19950600;"2025-11-21T23:59:59.999Z"
"2025-11-20T00:00:00.000Z";"2025-11-20T23:59:59.999Z";"2025-11-20T05:07:00.000Z";"2025-11-20T19:09:00.000Z";"2798";134191904.37964177;136668849.28662607;126812474.88429208;127725739.65596329;143745470398957.4;2532880519169613.5;19950600;"2025-11-20T23:59:59.999Z"
"2025-11-19T00:00:00.000Z";"2025-11-19T23:59:59.999Z";"2025-11-19T00:00:00.000Z";"2025-11-19T20:12:00.000Z";"2798";135482978.90871722;135482978.90871722;129987149.26585557;134201643.14956808;117122694464807.58;2659921704783606;19950600;"2025-11-19T23:59:59.999Z"
"2025-11-18T00:00:00.000Z";"2025-11-18T23:59:59.999Z";"2025-11-18T16:35:00.000Z";"2025-11-18T06:53:00.000Z";"2798";134714961.9990453;136970783.86789846;130898960.99809094;135486923.8426787;148229731487143.22;2712476230621805;19950440;"2025-11-18T23:59:59.999Z"
"2025-11-17T00:00:00.000Z";"2025-11-17T23:59:59.999Z";"2025-11-17T08:26:00.000Z";"2025-11-17T20:05:00.000Z";"2798";136462449.02457103;140041735.50002342;133430882.68229675;134713998.25279176;136470113042459.78;2662143432429575.5;19950196;"2025-11-17T23:59:59.999Z"
"2025-11-16T00:00:00.000Z";"2025-11-16T23:59:59.999Z";"2025-11-16T10:00:00.000Z";"2025-11-16T22:12:00.000Z";"2798";138509676.94595256;139969795.1691266;134709650.5770035;136456940.37508067;103039498883001.52;2723315665735695.5;19948812;"2025-11-16T23:59:59.999Z"
"2025-11-15T00:00:00.000Z";"2025-11-15T23:59:59.999Z";"2025-11-15T03:29:00.000Z";"2025-11-15T00:00:00.000Z";"2798";136862472.76309863;140207920.7760888;136862472.76309863;138498487.0369726;55806788790598.06;2762880280185014;19948812;"2025-11-15T23:59:59.999Z"
"2025-11-14T00:00:00.000Z";"2025-11-14T23:59:59.999Z";"2025-11-14T02:45:00.000Z";"2025-11-14T23:09:00.000Z";"2798";146522544.46436295;146522544.46436295;136254064.00615337;136829593.4644933;168056381827878;2768315306855790.5;19948812;"2025-11-14T23:59:59.999Z"
"2025-11-13T00:00:00.000Z";"2025-11-13T23:59:59.999Z";"2025-11-13T07:29:00.000Z";"2025-11-13T20:22:00.000Z";"2798";149360468.05094188;152768472.83905205;144088454.9433541;146526636.75343066;149173414553379.97;2921501368560954;19948437;"2025-11-13T23:59:59.999Z"
"2025-11-12T00:00:00.000Z";"2025-11-12T23:59:59.999Z";"2025-11-12T12:23:00.000Z";"2025-11-12T19:29:00.000Z";"2798";150482781.2233835;154050639.96164194;148148918.13747102;149345436.45673501;94000657000967.11;2962857284301549.5;19947975;"2025-11-12T23:59:59.999Z"
"2025-11-11T00:00:00.000Z";"2025-11-11T23:59:59.999Z";"2025-11-11T01:23:00.000Z";"2025-11-11T21:53:00.000Z";"2798";154446961.08168414;156906494.45414975;149669309.992251;150462382.91459852;103642926189689.56;2994063185877906;19947531;"2025-11-11T23:59:59.999Z"
"2025-11-10T00:00:00.000Z";"2025-11-10T23:59:59.999Z";"2025-11-10T01:14:00.000Z";"2025-11-10T00:07:00.000Z";"2798";152484261.4580394;155094447.62822786;151934540.45068914;154446581.656617;101321338504521.27;3078561732856913;19946887;"2025-11-10T23:59:59.999Z"
"2025-11-09T00:00:00.000Z";"2025-11-09T23:59:59.999Z";"2025-11-09T23:03:00.000Z";"2025-11-09T03:31:00.000Z";"2798";148917173.35947043;153495638.795802;147737667.68278435;152478245.27558565;86892381034124.55;3041378209063317;19946503;"2025-11-09T23:59:59.999Z"
"2025-11-08T00:00:00.000Z";"2025-11-08T23:59:59.999Z";"2025-11-08T00:00:00.000Z";"2025-11-08T14:20:00.000Z";"2798";150508163.44203085;150510868.6430216;147721891.71443;148921735.23504618;74905867766628.83;2970329787339425.5;19946187;"2025-11-08T23:59:59.999Z"
"2025-11-07T00:00:00.000Z";"2025-11-07T23:59:59.999Z";"2025-11-07T22:09:00.000Z";"2025-11-07T12:56:00.000Z";"2798";146753444.75481752;151499614.82769328;144018955.3001203;150509190.45746505;133542082743314.19;2987381906763049;19945790;"2025-11-07T23:59:59.999Z"
"2025-11-06T00:00:00.000Z";"2025-11-06T23:59:59.999Z";"2025-11-06T04:47:00.000Z";"2025-11-06T16:45:00.000Z";"2798";149683760.7470714;150690747.732246;145454636.64441097;146775246.2849048;92110474356195.5;2910568806497853;19945356;"2025-11-06T23:59:59.999Z"
